BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,Manufacture Method,Material Ratio PbI2:Cation,Stability
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,0,0,2,0,2,4,1,5,6,114,3,1.2,0
2.191,661.859,15.949,12.73,12.73,10.651,7.244,7.244,4.711,4.711,3.386,3.386,2.172,2.172,5.969,4.795,5.563,11.375,18.777,6.066,18.199,24.265,28.976,5.107,297.148,0.235,-2.69,22,278.206,100626.965,15.694,7.356,3.693,129.476,11.112,0.478,11.112,0.337,0.144,0.337,-1.008,-0.478,4.646,87.58,297.358,1,5,0,0,0,2,0,2,4,1,5,6,114,3,0.83,0
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,1,1,1
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,1,1.2,0
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,1,0.83,1
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,2,1,0
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,2,1.2,1
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,2,0.83,1
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,3,1,0
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,3,1.2,0
2.784,671.817,11.052,7.306,8.878,6.965,3.953,6.262,2.892,5.458,1.872,3.224,1.202,1.988,14.676,13.212,4.895,10.969,0,30.332,0,0,0,15.1,243.96,0,-1.33,15,239.615,2266.705,10.197,3.357,2.028,89.512,11.017,0.423,11.017,0.336,0.023,0.336,-3.752,-0.423,1.72,55.523,244.655,0,4,0,0,0,1,1,2,4,0,6,1,78,3,0.83,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,1,1,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,1,1.2,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,1,0.83,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,2,1,1
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,2,1.2,1
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,2,0.83,1
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,3,1,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,3,1.2,0
2.117,1113.44,19.397,14.801,15.617,12.754,8.409,9.817,6.717,8.232,4.977,6.341,3.553,4.98,15.719,18.631,16.395,27.817,0,18.199,56.312,0,0,4.183,382.087,0.143,-2.83,27,364.293,1348879.864,17.577,5.837,2.522,157.171,12.798,0.508,12.798,0.298,0.112,0.298,-3.98,-0.508,3.725,100.282,382.437,2,5,0,1,1,3,0,3,5,2,6,2,138,3,0.83,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,1,1,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,1,1.2,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,1,0.83,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,2,1,1
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,2,1.2,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,2,0.83,1
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,3,1,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,3,1.2,0
2.192,1765.16,27.828,21.632,23.265,17.921,12.337,15.185,8.77,11.539,6.736,8.462,4.805,6.097,30.027,25.941,5.563,33.923,43.29,6.066,12.133,51.96,9.475,4.417,558.149,0.296,-3.25,38,528.438,179836593.1,27.776,10.488,5.191,222.053,12.352,0.744,12.352,0.294,0.018,0.294,-5.133,-0.744,4.014,145.962,558.678,1,9,1,1,2,2,0,2,7,1,11,8,202,3,0.83,1
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,1,1,1
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,1,1.2,0
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,1,0.83,0
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,2,1,1
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,2,1.2,0
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,2,0.83,1
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,3,1,0
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,3,1.2,0
2.115,486.636,12.088,10.038,10.038,8.254,5.497,5.497,3.946,3.946,2.403,2.403,1.428,1.428,0,0,0,0,17.062,0,0,68.693,15.128,0,225.127,0.143,-2.16,17,210.175,9630.633,11.329,5.254,3.144,101.425,4.183,0.378,4.183,0.086,0.861,0.086,0.861,-0.378,4.168,71.387,225.295,0,3,0,0,0,2,0,2,3,0,3,3,86,3,0.83,0
